turns,victory_status,winner,moves
95,mate,white, e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 f6d5 g5f7 e8f7 d1f3 d8f6 c4d5 f7e7 f3f6 g7f6 e1g1 c6d4 b1c3 d4c2 a1b1 e7d6 d5e4 c2d4 d2d3 f6f5 e4d5 f5f4 g2g3 f4f3 d5e4 d4e2 c3e2 f3e2 f1e1 c8g4 f2f3 g4f3 e4f3 d6e6 e1e2 a8d8 c1f4 d8d3 e2e5 e6f7 f3b7 h7h5 b7a6 h5h4 a6d3 f8d6 e5f5 f7e7 f4g5 e7e6 g5h4 c7c5 b1e1 e6d7 d3b5 d7c7 f5f7 c7b6 e1e6 b6b5 e6d6 a7a5 f7b7 b5c4 b2b3 c4c3 h4f6 c3c2 f6h8 c2b1 h2h4 b1a2 g3g4 a5a4 b3a4 c5c4 g4g5 c4c3 h8c3 a2a3 c3b4 a3a4 g5g6 a4b3 g6g7 b3c4 g7g8q
97,mate,white, d2d4 d7d5 c2c4 g8f6 c4c5 c8f5 g1f3 f5b1 a1b1 b8c6 g2g3 c6b4 f1g2 b4a2 c1f4 b7b6 c5c6 e7e6 d1b3 a2b4 e1g1 b4c6 f3e5 c6d4 b3a4 b6b5 a4d4 f8d6 e5c6 d8d7 f4d6 c7d6 c6b4 e6e5 d4d2 a7a5 b1a1 e8g8 b4d5 f6d5 d2d5 d7e6 d5e6 f7e6 g2a8 f8a8 e2e4 d6d5 e4d5 e6d5 b2b4 e5e4 b4a5 d5d4 f1e1 a8e8 a5a6 b5b4 a6a7 e8a8 e1e4 d4d3 e4b4 d3d2 b4a4 d2d1q a1d1 g8f7 d1b1 f7g6 b1b8 a8a7 a4a7 g6f5 b8b5 f5e4 a7a4 e4d3 b5b3 d3c2 a4b4 c2c1 b3a3 g7g6 b4c4 c1b1 a3b3 b1a2 c4b4 h7h5 h2h4 g6g5 h4g5 h5h4 g3h4 a2a1 b4a4
12,draw,draw, e2e4 e7e5 g1f3 b8c6 f1c4 d8e7 d2d3 g8f6 c1g5 h7h6 g5f6 e7f6
43,mate,white, d2d4 g8f6 c2c4 e7e6 g1f3 f8b4 c1d2 b4d2 b1d2 e8g8 e2e4 d7d5 e4e5 f6e4 f1d3 e4g5 e1g1 g5f3 d2f3 d5c4 d3c4 b8c6 a1c1 a8b8 a2a3 b7b5 c4d3 c6d4 f3e1 c8b7 d1h5 g7g6 h5h6 d8d5 h6g5 f7f5 g5f4 d4b3 c1c7 b3c5 f4h6 c5d3 h6h7
72,mate,black, e2e4 g8f6 e4e5 f6d5 b1c3 d5c3 b2c3 d7d6 f2f4 d6e5 f4e5 d8d5 g1f3 d5e4 f1e2 f7f5 d2d4 b8c6 e1g1 e7e6 a2a4 f8e7 c1a3 e4e3 g1h1 e3c3 a3e7 c6e7 d1d3 c3d3 e2d3 e8g8 c2c3 e7g6 d3c4 c8d7 a1b1 d7c6 c4e6 g8h8 e6f5 f8f5 c3c4 c6a4 b1b7 a4c6 b7c7 c6f3 g2f3 g6f4 f1b1 f4e6 c7e7 e6d4 b1b7 h7h5 e5e6 a8f8 e7g7 d4e6 g7h7 h8g8 c4c5 f5f3 c5c6 f3f1 h1g2 f8f2 g2g3 f2f3 g3g2 e6f4
156,mate,black, e2e4 e7e5 g1f3 f8b4 f3e5 d8e7 e5d3 e7e4 f1e2 e4g2 e2f3 g2g6 d3b4 g6e6 d1e2 c7c6 e2e6 d7e6 d2d4 g8f6 c1g5 b8d7 g5f6 d7f6 e1g1 c8d7 b1c3 e8c8 a2a4 a7a5 b2b3 a5b4 c3e2 f6d5 c2c4 d5f6 d4d5 h8e8 d5e6 d7e6 a4a5 c8b8 f1d1 c6c5 d1d8 e8d8 a5a6 b7a6 a1a6 d8d1 g1g2 d1b1 a6a8 b8c7 a8a7 c7d6 a7a6 d6e5 a6a5 f6d7 f3c6 e5d6 c6d7 e6d7 a5a6 d7c6 g2g3 b1b3 f2f3 b3f3 g3h4 f3e3 e2f4 e3e4 h4g3 e4c4 a6a7 c6e8 a7a6 d6e7 f4d5 e7f8 a6a8 g7g6 d5c7 c4e4 g3f3 e4e7 c7d5 e7b7 d5f6 b7e7 f6d5 b4b3 d5e7 f8e7 a8b8 e8c6 f3e3 c6d5 e3d3 e7d6 d3c3 c5c4 b8d8 d6e6 d8c8 h7h5 h2h4 e6e5 c8e8 d5e6 c3d2 e5f5 d2c3 f5g4 c3b4 g4h4 b4c3 h4g3 c3b2 h5h4 e8h8 h4h3 h8h3 g3h3 b2a1 h3g2 a1b1 g6g5 b1a1 g5g4 a1b1 g4g3 b1b2 g2f2 b2a1 g3g2 a1b2 g2g1q b2a3 g1a1 a3b4 b3b2 b4c5 a1a5 c5d4 a5d5 d4c3 d5d3 c3b4 d3b3 b4a5 b2b1q a5a6 b1a2
77,mate,white, d2d4 g8f6 b1c3 e7e6 e2e4 d7d5 e4e5 f6d7 g1f3 f8b4 c1g5 f7f6 g5d2 f6e5 f3e5 d7e5 d4e5 d5d4 c3e4 b4d2 d1d2 d8h4 f1d3 b7b6 e1c1 c7c5 e4d6 e8d7 d6c8 h8c8 g2g3 h4h5 f2f4 b8c6 d1e1 c6b4 d3b5 d7c7 a2a3 b4d5 b5e2 h5f7 e1f1 d5e3 f1f2 f7d7 h2h4 g7g6 g3g4 d7c6 e2f3 c6b5 f3e2 b5e8 h4h5 g6h5 g4h5 e3d5 h1g1 d5e7 g1g7 e8c6 g7e7 c7b8 e2g4 c6h1 d2d1 h1d1 c1d1 c8g8 g4e6 g8g1 d1d2 g1h1 f2g2 h1h5 g2g8
85,mate,white, e2e4 g7g6 d2d4 h7h5 f1c4 e7e6 c1f4 d7d5 e4d5 e6d5 c4b3 f8b4 c2c3 c8g4 f2f3 d8h4 g2g3 h4e7 d1e2 g4f3 g1f3 b4a5 b3d5 c7c6 e2e7 e8e7 d5e4 b7b5 e1g1 g8f6 f4e5 f6e4 e5h8 e4c3 b2c3 b8d7 f1e1 e7d6 h8e5 d7e5 d4e5 d6e6 f3d4 e6d5 e5e6 f7f5 e6e7 a8e8 d4e6 a5b6 g1g2 e8e7 e6f4 d5d6 e1e7 d6e7 f4g6 e7e6 b1d2 a7a5 a1e1 e6f6 g6e5 b5b4 c3b4 a5b4 e5c6 f6g5 c6b4 b6a5 h2h4 g5g4 a2a3 a5c7 d2f1 c7d8 b4c6 d8f6 a3a4 f6c3 e1c1 c3b2 c1c2 b2f6 f1e3
41,mate,white, e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 f1c4 e7e6 c1e3 f8e7 h2h3 c8d7 a2a3 b8c6 d1d2 a8c8 c4a2 e8g8 e1g1 c6d4 e3d4 d8a5 d4f6 g7f6 d2h6 c8c3 b2c3 a5c3 a2b3 d7c6 a1e1 g8h8 e1e3 c3e5 e3g3 c6e4 h6g7
77,mate,white, e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 a7a6 b1c3 g8f6 h2h3 b8c6 c1e3 g7g6 d1d2 f8g7 e1c1 c8d7 g2g4 e8g8 f2f3 c6e5 f3f4 e5c6 f4f5 e7e5 f5g6 e5d4 g6h7 f6h7 e3h6 d4c3 d2f4 c3b2 c1b1 g7h6 f4h6 d8f6 h6e3 a8e8 f1d3 c6e5 d1f1 f6h4 d3e2 d7c6 h1h2 g8h8 h2f2 h7g5 f2f5 e8e6 e2d3 h8g7 f5g5 e6g6 g5h5 e5g4 e3d4 f7f6 h5h4 g4e5 d4d6 e5d3 c2d3 c6b5 e4e5 f6f5 d6d4 f8f7 e5e6 f7f6 e6e7 g7f7 h4h7 f7e8 d4d8
158,mate,black, d2d4 g8f6 g1f3 e7e6 c2c4 c7c5 e2e3 c5d4 e3d4 d7d5 c4c5 f8e7 f1b5 b8c6 e1g1 c8d7 a2a4 b7b6 b2b4 c6b4 b5d7 f6d7 c5b6 d8b6 b1c3 b4c6 f3e5 d7e5 d4e5 c6e5 c1e3 b6d8 d1e2 e5d7 c3b5 a7a6 b5d4 e8g8 d4c6 d8e8 c6e7 e8e7 a1c1 e7b4 c1a1 f8c8 f1b1 b4d6 a4a5 d6e7 g2g3 e7d8 b1b7 c8b8 a1b1 b8b7 b1b7 d8c8 e2b2 a8b8 b7b8 c8b8 e3b6 d7b6 b2b6 b8c8 g1g2 g8f8 b6d6 f8e8 d6b6 e8d7 b6a7 d7e8 h2h4 h7h5 a7d4 e8f8 d4e5 c8c5 e5b8 f8e7 b8b7 e7f6 b7b2 d5d4 b2b6 c5d5 g2g1 d4d3 b6b2 d5e5 b2d2 e5e2 d2f4 f6g6 f4c4 e2e1 g1g2 e1a5 c4d3 g6h6 d3e3 h6h7 e3e4 a5f5 e4a4 a6a5 f2f3 g7g5 h4g5 f5g5 a4e4 g5f5 e4a4 h7g6 g3g4 h5g4 f3g4 f5d5 g2h3 d5h1 h3g3 h1g1 g3h3 g1e3 h3g2 e3d2 g2g3 d2d5 g3h4 d5g5 h4g3 f7f5 a4e8 g6f6 e8d8 f6e5 d8h8 e5e4 h8a8 e4d3 a8f3 g5e3 f3e3 d3e3 g4g5 f5f4 g3g2 f4f3 g2f1 a5a4 g5g6 a4a3 g6g7 a3a2 g7g8q a2a1q
107,draw,draw, e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d3 h7h6 e1g1 f8c5 a2a4 e8g8 c2c3 a7a5 b1d2 d7d6 f1e1 c8e6 c4e6 f7e6 d2f1 f6g4 d3d4 e5d4 c3d4 c6d4 f3d4 g4f2 d1d2 e6e5 d2c2 c5d4 c1e3 d4e3 f1e3 g7g6 e1f1 d8h4 f1f2 f8f2 c2f2 h4e4 a1f1 e4f4 f2f4 e5f4 f1f4 a8e8 g1f2 e8e5 f4g4 g8f7 f2e2 c7c6 e2d3 b7b5 g4f4 f7e7 f4e4 e5e4 d3e4 b5a4 e4d4 e7e6 e3c4 c6c5 d4e3 d6d5 c4a5 e6d6 a5b7 d6c6 b7d8 c6b5 d8e6 b5c4 e3d2 g6g5 h2h3 d5d4 g2g3 c4d5 e6c7 d5e5 c7a6 c5c4 a6c5 h6h5 c5a4 h5h4 g3h4 g5h4 a4b6 c4c3 b2c3 d4c3 d2c3 e5f4 c3d2 f4g3 d2e3 g3h3 e3f2 h3g4 b6c4 h4h3 f2g1
117,mate,white, e2e4 e7e5 g1f3 b8c6 f1b5 d7d6 e1g1 a7a6 b5a4 b7b5 a4b3 g8f6 f1e1 f8e7 c2c3 c8g4 d2d3 h7h6 c1e3 e8g8 b1d2 g4e6 h2h3 d8c8 b3c2 f6h7 d3d4 e6d7 d1e2 f7f5 e4f5 d7f5 d2e4 d6d5 e4g3 e5e4 g3f5 f8f5 f3d2 g7g5 f2f3 h7f6 f3e4 d5e4 d2e4 f6e4 c2e4 f5f6 e1f1 c8e6 e2d3 f6f1 a1f1 e6d7 e4h7 g8h8 h7e4 e7d6 e4d5 d6h2 g1h2 d7d5 h2h1 a8e8 d3g6 d5g8 g6h6 g8h7 f1f8 e8f8 h6f8 h7g8 f8f6 g8g7 f6c6 h8h7 c6e4 h7g8 e4e8 g7f8 e8f8 g8f8 e3g5 f8f7 g5f4 f7g6 h1g1 c7c6 g2g3 g6h7 g1f2 h7g6 f2f3 g6f5 g3g4 f5g6 f3e4 g6f7 b2b3 f7e6 h3h4 e6f7 g4g5 f7g6 f4e5 g6h5 e4f5 c6c5 g5g6 h5h6 h4h5 h6h5 g6g7 h5h4 g7g8q h4h3 g8g3
178,mate,black, e2e4 c7c5 c2c3 b8c6 d2d4 c5d4 c3d4 d7d6 f1b5 a7a6 b5c6 b7c6 g1f3 g7g6 e1g1 f8g7 b1c3 g8f6 c1g5 a8b8 a1b1 d8a5 g5f6 g7f6 d1a4 a5b6 d4d5 e8g8 a4c6 c8g4 c6b6 b8b6 f3d2 f8b8 f2f3 g4d7 c3d1 d7b5 f1e1 f6d4 g1h1 b5d3 b1c1 d4b2 d1b2 b6b2 d2b3 b2a2 b3d4 a2b2 h2h3 b2b1 d4c6 b1c1 e1c1 b8b7 c1c3 d3b5 c6a5 b7b8 c3c7 g8f8 h1g1 f7f6 g1f2 f8f7 f2e3 h7h5 a5c6 b5c6 d5c6 b8b5 c7a7 a6a5 c6c7 b5c5 e3d4 f7e6 a7a5 c5c7 g2g4 h5g4 h3g4 g6g5 a5a3 c7c1 d4e3 c1c5 a3d3 d6d5 d3a3 d5e4 e3e4 c5c4 e4d3 c4f4 d3e3 e6f7 a3a6 f4b4 a6a7 b4b3 e3e4 b3b5 a7c7 b5e5 e4d3 f7g6 c7c4 e7e6 c4c8 g6h6 c8h8 h6g7 h8c8 f6f5 c8c7 g7f6 g4f5 e6f5 c7c8 f6g6 d3d4 e5e6 c8g8 g6f6 g8f8 f6g6 f8g8 g6h6 g8h8 h6g7 h8d8 g5g4 f3g4 f5g4 d8d5 e6g6 d4e3 g4g3 d5d1 g3g2 d1g1 g7h6 e3f2 h6h5 f2f3 h5h4 f3f2 h4h3 f2f3 g6g3 f3f2 h3h2 g1a1 g2g1q a1g1 g3g1 f2f3 g1e1 f3f4 h2g2 f4f5 g2g3 f5f6 g3g4 f6f7 g4f5 f7g7 f5g5 g7f7 e1e4 f7g7 e4e7 g7h8 g5g6 h8g8 e7e8
124,mate,black, e2e4 c7c5 g1f3 b8c6 f1b5 d7d6 d2d4 a7a6 b5c6 b7c6 d4c5 d6d5 e4d5 c6d5 b1c3 c8g4 d1d5 d8d5 c3d5 g4f3 g2f3 a8a7 c5c6 e7e6 c6c7 g8e7 d5e7 a7c7 c1f4 c7e7 f4d6 e7d7 d6f8 e8f8 h1g1 g7g6 g1g4 f7f5 g4c4 f8g7 a1d1 d7b7 c4c6 b7b2 c6e6 a6a5 d1d7 g7h6 d7e7 b2c2 e7e8 c2c1 e1d2 h8e8 e6e8 c1a1 d2e3 a1a2 e8d8 a5a4 d8d2 a2a3 d2d3 a3d3 e3d3 a4a3 d3c3 a3a2 c3b2 h6g5 b2a2 f5f4 a2b1 g5h4 b1c2 h4h3 c2d3 h3h2 d3e4 h2g2 e4f4 g2f2 f4g4 f2g2 f3f4 g2f2 g4g5 f2f3 g5h6 f3f4 h6h7 g6g5 h7h6 g5g4 h6h5 g4g3 h5h4 f4f3 h4h3 f3f2 h3h4 g3g2 h4h3 g2g1q h3h4 f2f3 h4h5 f3f4 h5h6 f4f5 h6h7 g1g6 h7h8 g6e8 h8g7 e8g6 g7h8 g6d6 h8g8 f5f6 g8h8 d6g3 h8h7 g3g7
39,mate,white, e2e3 e7e6 d1f3 g8f6 b1c3 b8c6 c3b5 a7a6 b5d4 c6d4 e3d4 c7c5 d4c5 f8c5 f3g3 e8g8 b2b3 d8b6 c1b2 c5d6 f2f4 f8e8 b2f6 g7g6 h2h4 b6c5 h4h5 e6e5 h5g6 f7g6 f1c4 g8f8 h1h7 c5g1 e1e2 g1a1 f6g7 f8e7 g3g5
10,mate,black, e2e4 e7e6 d2d4 d8h4 b1c3 g8f6 e4e5 f6e4 g1f3 h4f2
51,mate,white, e2e4 e7e5 d2d4 e5d4 d1d4 b8c6 d4e3 g8f6 b1c3 c6b4 e3e2 f8c5 a2a3 b4c6 b2b4 c5d4 c1d2 e8g8 g1f3 f8e8 d2g5 h7h6 g5f6 d4f6 e2e3 f6c3 e3c3 e8e4 f1e2 d7d6 e1g1 e4e2 f3d4 c6d4 c3d4 e2c2 a1e1 c8f5 e1e3 c7c5 b4c5 d6c5 d4f4 f5d3 f1e1 c2b2 e3e7 b2b1 f4f7 g8h8 f7g7
106,mate,black, e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 b1c3 f8c5 e1g1 e8g8 d2d3 d7d6 c1g5 h7h6 g5h4 c8g4 h2h3 g4h5 f1e1 d8e8 a2a3 e8e7 e1f1 f8e8 d1e2 a7a6 f1e1 c6d4 f3d4 h5e2 e1e2 c5d4 c3a4 b7b5 c4b3 b5a4 b3a4 d4b2 a1b1 b2a3 b1b3 a3c5 c2c3 e8b8 b3a3 c5a3 f2f3 b8b2 e2e3 a3c5 h4f2 c5e3 f2e3 b2a2 a4b3 a2a3 b3c4 a3c3 c4a2 c3d3 e3c1 d3d1 g1f2 d1c1 a2b3 c1b1 b3c4 b1b2 f2f1 b2b1 f1f2 a6a5 c4a2 b1b2 f2e3 b2a2 e3d3 a2g2 d3e3 g2g3 e3f2 g3h3 f2e2 h3f3 e2f3 f6e4 f3e4 a5a4 e4d3 a4a3 d3c2 a3a2 c2b2 a2a1q b2c2 e7h4 c2d3 a8a4 d3e3 h4e4 e3f2 a1c3 f2f1 e4c2 f1g1 a4a1
38,mate,black, e2e4 e7e5 g1f3 d7d6 f1c4 c8e6 c4e6 f7e6 d2d3 b8c6 e1g1 d6d5 e4d5 e6d5 f1e1 g8f6 f3e5 c6e5 e1e5 f8e7 c1g5 d8d6 g5f4 e8c8 e5g5 d6f4 g5g7 e7d6 d1d2 f4h2 g1f1 h2h1 f1e2 d8e8 e2f3 h1h5 g2g4 h5h3
59,mate,white, e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5c6 d7c6 f3e5 d8d4 d1f3 d4e5 b1c3 g8f6 e1g1 c8g4 f3e3 f8c5 e3e1 e5f4 d2d4 c5d4 c1f4 d4c3 b2c3 e8g8 e4e5 f8e8 h2h3 g4f5 e1e2 f6d5 g2g3 d5c3 e2f3 c3d5 a1b1 f5h3 f1e1 h3f5 b1b7 f5c2 e1c1 c2a4 f3a3 a8b8 b7b8 e8b8 a3a4 d5f4 g3f4 b8b6 c1c6 b6b1 g1g2 b1b6 c6b6 c7b6 a4e8
111,mate,white, e2e4 c7c6 d2d4 e7e6 g1f3 d7d5 e4d5 c6d5 b1c3 c8d7 f1b5 b8c6 c1f4 a7a6 b5a4 b7b5 a4b3 d7c8 a2a3 f8d6 f4d6 d8d6 e1g1 b5b4 a3b4 c6b4 f3e5 g8f6 e5d3 a6a5 d3b4 a5b4 a1a8 e8g8 c3b5 d6c6 a8c8 f8c8 b5a7 c6c7 a7c8 c7c8 d1d3 g7g6 c2c3 b4c3 b2c3 g8g7 c3c4 d5c4 b3c4 c8d8 f1d1 e6e5 d4e5 d8d3 e5f6 g7f6 d1d3 g6g5 d3h3 f6g6 c4d3 f7f5 h3f3 g5g4 f3f5 g6h6 f5f4 h6g5 f4a4 h7h6 h2h3 g4h3 g2h3 g5f6 a4h4 f6g7 d3f5 g7f6 h4f4 f6g7 f4h4 g7f6 h4h6 f6f5 h6a6 f5g5 g1h2 g5f4 h3h4 f4g4 a6h6 g4f5 h4h5 f5g5 h6h8 g5f6 h5h6 f6e5 h6h7 e5f6 h8f8 f6g7 h7h8q g7g6 f8f6 g6g5 h8h6 g5g4 f6f4
15,mate,white, e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 c6d4 d1d4 f7f6 f1c4 b7b6 d4d5 g8e7 d5f7
73,mate,white, e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 b7b5 a4b3 d7d6 a2a3 c6a5 b3a2 c8g4 e1g1 g8f6 h2h3 g4h5 f1e1 f8e7 d2d3 e8g8 b1c3 h7h6 c3d5 c7c6 d5f6 e7f6 d3d4 e5d4 d1d2 c6c5 e4e5 d6e5 f3e5 f6e5 e1e5 h5g6 e5c5 a8b8 c5d5 d8e7 d5d4 b8d8 d4d8 f8d8 d2a5 d8d1 g1h2 e7d6 g2g3 d6d7 a5a6 g6c2 a6a8 g8h7 a8f3 d7d4 c1e3 d4d3 a1d1 c2d1 f3f7 d3c2 f7g8 h7g6 a2f7 g6f6 e3d4 f6g5 g8g7 g5f5 g7g6
159,mate,white, e2e4 e7e5 g1f3 b8c6 f1c4 h7h6 b1c3 g8f6 d2d3 d7d6 c1e3 f8e7 e1g1 e8g8 d1d2 f8e8 a2a3 c8g4 d2e2 a7a6 h2h3 g4h5 b2b4 d8d7 b4b5 c6d4 e2d2 h5f3 e3d4 e5d4 g2f3 d4c3 d2c3 d7h3 b5a6 b7a6 d3d4 e8d8 c3b3 d6d5 e4d5 e7d6 f3f4 h3b3 c4b3 d6f4 c2c4 d8e8 b3a4 e8e2 a4c6 a8b8 f1e1 e2c2 c4c5 f4d2 c6a4 c2b2 e1e2 d2c3 e2b2 c3b2 a1b1 f6d5 a4c6 d5c3 b1e1 b2a3 e1a1 a3b2 a1a6 c3e4 c6e4 b2d4 a6c6 b8b7 c6a6 d4c5 e4b7 g7g5 a6h6 g8g7 h6h5 g7g6 h5h8 f7f5 h8c8 c5d6 c8g8 g6f6 b7c8 c7c6 g8d8 d6e7 d8d1 c6c5 d1c1 f5f4 c1a1 e7d6 a1a6 f6e5 c8f5 f4f3 f5g4 d6e7 a6e6 e5f4 e6e7 f4g4 e7c7 g4f4 c7c5 g5g4 g1h2 g4g3 f2g3 f4e3 c5c8 f3f2 c8f8 e3e2 f8f2 e2f2 g3g4 f2f3 g4g5 f3f4 g5g6 f4f5 g6g7 f5f6 g7g8q f6e5 g8f7 e5d4 f7e6 d4c3 e6d5 c3c2 d5d4 c2b1 d4c3 b1a2 c3b4 a2a1 h2g2 a1a2 g2f2 a2a1 f2e2 a1a2 e2d2 a2a1 d2c2 a1a2 b4b1 a2a3 b1b3
28,mate,black, h2h4 e7e5 a2a4 d7d5 b2b4 b8c6 b4b5 c6a5 g2g4 a7a6 b5b6 c7b6 g4g5 b6b5 a4b5 a6b5 b1c3 f7f6 c3b5 f6g5 b5d6 f8d6 h4g5 d8g5 f1h3 c8h3 h1h3 g5g1
112,mate,black, e2e4 e7e5 g1f3 d7d6 f1c4 f8e7 d2d3 g8f6 f3g5 e8g8 g5f7 f8f7 c4f7 g8f7 e1g1 b8c6 b1c3 f7g8 c1e3 c8d7 d3d4 e5d4 e3d4 c6d4 d1d4 c7c5 d4c4 g8h8 c3d5 f6d5 c4d5 d7c6 d5f5 e7f6 f1e1 d8f8 e4e5 f6e5 f5f8 a8f8 c2c3 a7a6 a1c1 b7b5 c3c4 b5b4 c1b1 a6a5 a2a3 b4b3 e1e3 a5a4 g2g4 e5d4 e3g3 d4f2 g1f1 f2g3 f1e2 g3h2 e2d3 h2e5 d3d2 c6e4 b1e1 e4c2 d2c1 c2d3 g4g5 f8f1 e1f1 d3f1 c1d1 e5f4 d1e1 f1c4 e1f2 f4c1 f2g3 c1b2 g3g4 b2a3 g4h5 b3b2 g5g6 h7g6 h5g6 b2b1q g6h5 a3c1 h5g4 c4e2 g4h4 b1f5 h4g3 c1f4 g3f2 a4a3 f2e2 f4d2 e2d2 a3a2 d2c1 a2a1q c1d2 a1a4 d2c3 f5h3 c3b2 a4b3 b2a1 h3h1
40,mate,black, d2d4 d7d5 c2c4 b8c6 b1c3 g8f6 e2e3 e7e6 g1f3 f8b4 c1d2 b4c3 d2c3 d5c4 f1c4 f6e4 e1g1 e4c3 b2c3 e8g8 f3e5 c6e5 d4e5 c8d7 d1f3 d7c6 f3g4 b7b5 c4d3 d8d3 a1c1 d3d5 f1d1 d5a2 f2f4 a7a5 f4f5 e6f5 g4f5 a2g2
44,mate,black, e2e4 e7e5 g1f3 c7c5 d2d4 b8c6 d4e5 d7d6 e5d6 f8d6 c1g5 g8f6 f1c4 c8e6 c4e6 f7e6 b1c3 e6e5 c3d5 d6e7 d5e7 d8e7 d1d5 a8d8 d5c4 h7h6 g5f6 e7f6 c4c5 d8d6 e1g1 e8g8 a1d1 d6d1 f1d1 c6d4 f3d4 f6f2 g1h1 e5d4 c5d4 f2d4 d1d4 f8f1
150,draw,draw, e2e4 e7e5 g1f3 b8c6 f1c4 h7h6 b1c3 g8f6 d2d3 f8c5 d1e2 d7d6 c1e3 e8g8 e3c5 d6c5 c4b5 c8g4 h2h3 g4h5 e2e3 f8e8 b5c6 b7c6 e3c5 d8d7 f3e5 d7d6 d3d4 d6c5 d4c5 e8e5 e1g1 e5c5 f1e1 a8e8 f2f3 h5g6 e1e2 c5c4 a1e1 c6c5 e4e5 f6d7 c3e4 e8e5 e4c3 f7f6 g2g3 g6f5 f3f4 e5e2 e1e2 f5h3 e2e8 g8h7 e8c8 d7b6 c8c7 a7a5 c7b7 b6a4 c3a4 c4a4 b7b5 c5c4 b2b3 c4c3 b3a4 h3e6 b5a5 e6a2 a5c5 a2b1 c5c3 f6f5 a4a5 b1a2 a5a6 a2d5 a6a7 h7g6 c3c5 d5e4 c5e5 e4f3 e5e8 g6h5 a7a8q f3a8 e8a8 h5g4 a8g8 g7g5 g8g7 g4g3 f4g5 h6g5 g7g5 g3f4 c2c4 f4e4 c4c5 e4d5 c5c6 d5c6 g5f5 c6d6 g1f2 d6e6 f5a5 e6d6 f2e3 d6c6 e3d4 c6b6 a5h5 b6c6 h5d5 c6b6 d4c4 b6c6 c4d4 c6b6 d5c5 b6a6 d4c4 a6b6 c4b4 b6a6 c5c6 a6b7 b4c5 b7a7 c5d6 a7b7 c6c1 b7b6 c1b1 b6a5 d6c5 a5a4 b1b4 a4a3 c5c4 a3a2 c4c3 a2a3 c3c2 a3b4
60,mate,black, d2d4 d7d5 c1f4 g8f6 g1f3 c7c6 e2e3 e7e6 f3e5 b8d7 b1d2 d7e5 d4e5 f6d7 d2f3 d8b6 a2a3 b6b2 f3d2 a7a5 d2b3 a5a4 a1b1 b2a3 e3e4 a4b3 f4c1 a3b4 c1d2 b4e4 d1e2 e4c2 e2d1 c2e4 d1e2 e4b1 e2d1 b1e4 f1e2 b3b2 e1g1 a8a1 d1a1 b2a1q f1a1 e4e2 d2e3 d7e5 h2h3 e5c4 a1f1 f8d6 f1c1 c4e3 f2e3 e2e3 g1f1 d6g3 c1b1 e3f2
37,mate,white, e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 c2c3 b8c6 g1f3 d8b6 f1d3 g8h6 c1h6 b6b2 h6c1 b2a1 d1c2 c5d4 c3d4 c6b4 d3b5 c8d7 b5d7 e8d7 c2a4 b4c6 a4b3 c6d4 b3b7 d7e8 b7a8 e8e7 c1a3 e7d7 a8b7 d7e8 b7c8
113,mate,white, e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5c6 d7c6 f3e5 d8d4 e5f3 d4e4 d1e2 e4e2 e1e2 g8f6 d2d4 c6c5 c2c3 c5d4 c3d4 f8b4 h1d1 e8g8 a2a3 f8e8 e2f1 b4d6 b1c3 f6g4 h2h3 g4h2 f3h2 d6h2 d4d5 e8e5 g2g3 e5f5 f1g2 f5f6 g2h2 f6f2 h2g1 f2f3 d1f1 f3f1 g1f1 c8h3 f1g1 a8d8 c1f4 c7c6 d5d6 g7g5 g1h2 g5f4 h2h3 f4g3 a1d1 g8g7 h3g3 g7f6 c3e4 f6e5 e4g5 e5f6 g5h7 f6g6 d1h1 d8h8 d6d7 h8g8 g3g4 g6g7 h7g5 g7f6 h1h6 f6e5 h6h7 f7f6 h7e7 e5d6 e7e8 g8g5 g4f4 g5e5 d7d8q d6c5 e8e5 f6e5 f4e5 c5c4 d8b8 c4b3 b8b7 b3a2 b7a6 a2b2 a6c6 b2a3 c6c1 a3b3 e5d4 b3b4 c1c4 b4a5 c4b3 a5a6 d4c5 a6a7 c5c6 a7a8 b3b7
55,mate,white, e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7 e2e4 b8c6 d2d4 d7d6 b1c3 f7f5 e4d5 d6e5 d4e5 c6e5 f1d3 e5d3 e1d2 d3f2 h1e1 f2e4 c3e4 c7c6 e4d6 e8d7 d6b7 d7c7 e1e7 f8e7 d5e5 c7b7 e5e7 b7b6 e7g7 c8b7 d2d1 a8d8 c1d2 h8g8 g7h7 g8g2 h7f5 g2g1 d1e2 g1a1 d2a5 b6a6 a5d8 a1a2 f5g4 a2b2 g4a4
